Entity,Code,Year,"Health expenditure, private (% of GDP)","Health expenditure, public (% of GDP)"
East Asia & Pacific (excluding high income),,2011,2.13316781651381,2.58689136015148
East Asia & Pacific (excluding high income),,2012,2.22730826977396,2.7415968592694
East Asia & Pacific (excluding high income),,2013,2.28916739631119,2.80558623782255
East Asia & Pacific (excluding high income),,2014,2.35765761405162,2.89931021910696
Ecuador,ECU,1995,1.51711193698609,1.88152442301391
Ecuador,ECU,1996,1.53681104157433,2.20420245842567
Ecuador,ECU,1997,1.72958649732755,1.98748139267245
Ecuador,ECU,1998,2.17760786537813,1.40074052462187
Ecuador,ECU,1999,2.43395365838484,1.37514163161516
Ecuador,ECU,2000,2.48264351653586,0.896003183464137
Ecuador,ECU,2001,2.62948719836831,1.22846315163169
Ecuador,ECU,2002,3.18639094744985,1.42887597255015
Ecuador,ECU,2003,5.03810039927802,1.42571458072197
Ecuador,ECU,2004,4.78797614247505,1.42931441752495
Ecuador,ECU,2005,4.56307639838335,1.30987544161665
Ecuador,ECU,2006,4.43356704908183,1.42365577091817
Ecuador,ECU,2007,4.43069690952598,1.50624090047402
Ecuador,ECU,2008,4.02994464509226,1.63035466490774
Ecuador,ECU,2009,3.38841257476837,2.18659127523163
Ecuador,ECU,2010,3.44274107561792,2.45940762438208
Ecuador,ECU,2011,3.31778670882376,2.59738099117624
Ecuador,ECU,2012,3.5220678614932,2.9572929985068
Ecuador,ECU,2013,3.42850440850421,3.85838530149579
Ecuador,ECU,2014,4.6529316670759,4.5081565729241
Egypt,EGY,1995,1.8904806976131,1.6460250423869
Egypt,EGY,1996,2.27614083361611,1.62066466638389
Egypt,EGY,1997,2.82455194493976,1.78553945506024
Egypt,EGY,1998,2.95672624497676,1.96981126502324
Egypt,EGY,1999,3.13398220011752,2.12341339988248
Egypt,EGY,2000,3.30379285470106,2.24695839529894
Egypt,EGY,2001,3.42298698808903,2.32755828191097
Egypt,EGY,2002,3.5657742891729,2.4038170608271
Egypt,EGY,2003,3.3434955850216,2.0685479649784
Egypt,EGY,2004,3.22499407522418,1.98591149477582
Egypt,EGY,2005,3.07756330249904,1.98504098750096
Egypt,EGY,2006,2.95205056316938,2.28751927683062
Egypt,EGY,2007,2.90373781433113,2.04669573566887
Egypt,EGY,2008,2.79013593323521,2.02972719676479
Egypt,EGY,2009,2.95077185431026,2.05812684568974
Egypt,EGY,2010,2.92466537504344,1.87259284495657
Egypt,EGY,2011,3.04886253447604,1.99080413552396
Egypt,EGY,2012,3.38437029254786,1.90923132745214
Egypt,EGY,2013,3.4050531391184,2.05746810088159
Egypt,EGY,2014,3.48673054907778,2.15538450092222
El Salvador,SLV,1995,3.9218988471863,2.4567654328137
El Salvador,SLV,1996,4.47184025322846,3.10632722677154
El Salvador,SLV,1997,5.00308203478548,3.20477299521452
El Salvador,SLV,1998,4.74185373026576,3.68357540973425
El Salvador,SLV,1999,4.51213965642611,3.65173293357389
El Salvador,SLV,2000,4.37405416694439,3.79630276305561
El Salvador,SLV,2001,4.2652924727158,3.7534486672842
El Salvador,SLV,2002,4.09365875941752,3.80568022058247
El Salvador,SLV,2003,3.85603507528592,3.75017366471408
El Salvador,SLV,2004,3.6621065936919,3.6353041963081
El Salvador,SLV,2005,3.37764611621282,3.81255309378718
El Salvador,SLV,2006,2.52332360597095,4.15313880402905
El Salvador,SLV,2007,2.57029299402344,3.74476964597656
El Salvador,SLV,2008,2.50654758876878,3.70671478123122
El Salvador,SLV,2009,2.69770062328853,4.13369692671147
El Salvador,SLV,2010,2.62235631016887,4.29012068983113
El Salvador,SLV,2011,2.48016315938453,4.32790334061548
El Salvador,SLV,2012,2.49398296574992,4.21047115425008
El Salvador,SLV,2013,2.31350867204598,4.63229190795402
El Salvador,SLV,2014,2.30372719879777,4.46950832355056
Equatorial Guinea,GNQ,1995,1.49797511505463,3.88385813494537
Equatorial Guinea,GNQ,1996,1.70783308891445,2.73299809108555
Equatorial Guinea,GNQ,1997,0.932959178640894,2.25124564135911
Equatorial Guinea,GNQ,1998,1.22197560477443,3.05595426522557
Equatorial Guinea,GNQ,1999,0.836107392139631,1.92225660786037
Equatorial Guinea,GNQ,2000,0.566609371807219,2.16627167819278
Equatorial Guinea,GNQ,2001,0.447558432969631,1.33552519703037
Equatorial Guinea,GNQ,2002,0.93930466546127,1.11172151453873
Equatorial Guinea,GNQ,2003,0.702132029744157,1.52759716025584
Equatorial Guinea,GNQ,2004,1.0451906561353,1.3524546238647
Equatorial Guinea,GNQ,2005,0.716647005860633,0.913982114139367
Equatorial Guinea,GNQ,2006,0.661384613753314,1.46745206624669
Equatorial Guinea,GNQ,2007,0.607185732072589,1.64082835792741
Equatorial Guinea,GNQ,2008,0.516183427558844,1.79507957244116
Equatorial Guinea,GNQ,2009,0.859492187507923,4.46110840249208
Equatorial Guinea,GNQ,2010,0.782022727613707,3.05717111238629
Equatorial Guinea,GNQ,2011,0.695559019438961,2.59665433056104
Equatorial Guinea,GNQ,2012,0.674960172168474,3.32588193783153
Equatorial Guinea,GNQ,2013,0.771568017399717,2.96178990260028
Equatorial Guinea,GNQ,2014,0.871368597667118,2.93271044233288
Eritrea,ERI,1995,2.35179628766945,2.17197440233055
Eritrea,ERI,1996,2.29097672929939,1.32110035070061
Eritrea,ERI,1997,2.42784249868671,1.77092697131329
Eritrea,ERI,1998,2.63278292045143,1.85142627954857
Eritrea,ERI,1999,3.00899136490057,1.99656889509943
Eritrea,ERI,2000,2.84608250473277,1.58851116526723
Eritrea,ERI,2001,2.56201983264096,1.38678137735904
Eritrea,ERI,2002,2.38211865695661,1.64046934304339
Eritrea,ERI,2003,2.21077539525046,1.29168899474954
Eritrea,ERI,2004,1.90633991244908,1.23601455755092
Eritrea,ERI,2005,1.87198253051549,1.09593913948451
Eritrea,ERI,2006,1.8285203521317,1.4704505278683
Eritrea,ERI,2007,1.80123648071292,1.49033812928708
Eritrea,ERI,2008,1.75703722296337,1.93142960703663
Eritrea,ERI,2009,1.90397914552083,1.39796022447917
Eritrea,ERI,2010,1.81545540060192,1.42486355939808
Eritrea,ERI,2011,1.65306742030579,1.40782256969421
Eritrea,ERI,2012,1.59243628551103,1.38397646448897
Eritrea,ERI,2013,1.63395323953302,1.37826626046698
Eritrea,ERI,2014,1.81082917628413,1.52746400371587
Estonia,EST,1995,0.646645283617229,5.67149483638277
Estonia,EST,1996,0.764283238960597,5.8096243710394
Estonia,EST,1997,0.670396920318175,5.51790867968183
Estonia,EST,1998,0.758334068540662,4.79702497145934
Estonia,EST,1999,1.11085191820323,4.53643743822404
Estonia,EST,2000,1.18926544407394,4.07551483357684
Estonia,EST,2001,1.03637641143381,3.81748706360849
Estonia,EST,2002,1.10835754224341,3.7357258577566
Estonia,EST,2003,1.14067973364817,3.77500916844364
Estonia,EST,2004,1.23158828768451,3.87711768323315
Estonia,EST,2005,1.15488287715291,3.85004155760859
Estonia,EST,2006,1.31111807704291,3.67354921199385
Estonia,EST,2007,1.20121583212904,3.89924275098823
Estonia,EST,2008,1.25042027122866,4.71242341161883
Estonia,EST,2009,1.44620063837331,5.21671676250295
Estonia,EST,2010,1.26548133469457,4.92734680044662
Estonia,EST,2011,1.12171754897919,4.62588547697979
Estonia,EST,2012,1.24892984499925,5.11576164827877
Estonia,EST,2013,1.34215457561132,5.13860336822777
Estonia,EST,2014,1.35089830755129,5.02839590244871
Ethiopia,ETH,1995,1.75551891496054,1.20108990503946
Ethiopia,ETH,1996,1.80523697636856,1.11333172363144
Ethiopia,ETH,1997,1.89249289346324,1.30828310653676
Ethiopia,ETH,1998,2.10055236196099,1.63413600803901
Ethiopia,ETH,1999,2.1131257349754,1.8427428150246
Ethiopia,ETH,2000,1.98155986686326,2.38265541313674
Ethiopia,ETH,2001,2.03176556549024,2.23081820450976
Ethiopia,ETH,2002,2.17917619528605,2.55028135471395
Ethiopia,ETH,2003,2.07900051210933,2.55636890789067
Ethiopia,ETH,2004,1.86095768967392,2.37364068032608
Ethiopia,ETH,2005,1.62137374099997,2.58033434900003
Ethiopia,ETH,2006,1.93734404247728,2.52940562752272
Ethiopia,ETH,2007,2.11884331109518,2.57147709890482
Ethiopia,ETH,2008,2.05937065065714,2.22132218934286
Ethiopia,ETH,2009,1.98777651464002,2.42151969535998
Ethiopia,ETH,2010,3.14467379479564,3.71673603520435
Ethiopia,ETH,2011,2.81254714155815,3.73515572844185
Ethiopia,ETH,2012,2.45875333419685,3.31059512580315
Ethiopia,ETH,2013,2.23856696166153,2.95363771833847
Ethiopia,ETH,2014,2.01674649977858,2.86756675022142
Euro area,,1995,1.99638712912244,6.71680812001337
Euro area,,1996,2.0459559150713,6.81998670383234
Euro area,,1997,2.09494382113419,6.77509869879338
Euro area,,1998,2.14179304601216,6.71335665470016
Euro area,,1999,2.16292514117067,6.70761895498102
Euro area,,2000,2.16749435738482,6.72544266604435
Euro area,,2001,2.1879910500692,6.82444526798788
Euro area,,2002,2.25531587169333,6.97024483615811
Euro area,,2003,2.33276280710699,7.1004675430236
Euro area,,2004,2.3736970197454,7.08220826758352
Euro area,,2005,2.39030757523707,7.24306321321583
Euro area,,2006,2.2864560665519,7.27476248649599
Euro area,,2007,2.27054531076737,7.18339671157009
Euro area,,2008,2.31850362537506,7.41941592328612
Euro area,,2009,2.43170888339847,8.05994687456107
Euro area,,2010,2.42635939725432,7.98472289372121
Euro area,,2011,2.44082261277621,7.85099993538167
Euro area,,2012,2.46819995938766,7.90488778360327
Euro area,,2013,2.44516986737042,7.96260951387872
Euro area,,2014,2.4439201332343,8.00074241526731
Europe & Central Asia,,1995,1.84189663996152,6.25325116222551
Europe & Central Asia,,1996,1.89057072777486,6.33332920288901
Europe & Central Asia,,1997,1.94894345287377,6.24040493217429
Europe & Central Asia,,1998,1.99440448752518,6.18507697503993
Europe & Central Asia,,1999,2.02240986749574,6.26086558651318
Europe & Central Asia,,2000,2.02640585570621,6.19998403879947
Europe & Central Asia,,2001,2.07996510776487,6.35160276645556
Europe & Central Asia,,2002,2.13057432859653,6.53868929834737
Europe & Central Asia,,2003,2.19432532540728,6.67535688331798
Europe & Central Asia,,2004,2.19754606391424,6.64008143737209
Europe & Central Asia,,2005,2.20544169204389,6.70522172144054
Europe & Central Asia,,2006,2.12108309345717,6.68827619733625
Europe & Central Asia,,2007,2.11869956292731,6.58774410575318
Europe & Central Asia,,2008,2.19599580360298,6.77258283570573
Europe & Central Asia,,2009,2.32436338337185,7.48694379404102
Europe & Central Asia,,2010,2.2997076913067,7.25165942422825
Europe & Central Asia,,2011,2.31346876950094,7.09127387871975
Europe & Central Asia,,2012,2.34157046328324,7.09750072264596
Europe & Central Asia,,2013,2.35313669866666,7.12944007079008
Europe & Central Asia,,2014,2.3368399758732,7.16514101742769
Europe & Central Asia (IDA & IBRD),,1995,1.39015811319866,3.53906692261826
Europe & Central Asia (IDA & IBRD),,1996,1.52934237334031,3.61454583737356
Europe & Central Asia (IDA & IBRD),,1997,1.76495813764712,4.04777908200292
Europe & Central Asia (IDA & IBRD),,1998,1.83369271999273,3.54651091128965
Europe & Central Asia (IDA & IBRD),,1999,1.9600260353326,3.47751475098204
Europe & Central Asia (IDA & IBRD),,2000,1.95016381283113,3.38319706618288
Europe & Central Asia (IDA & IBRD),,2001,1.98446767267499,3.60493655285196
Europe & Central Asia (IDA & IBRD),,2002,2.05184030533072,3.81678687088736
Europe & Central Asia (IDA & IBRD),,2003,1.99413287185368,3.79464683625133
Europe & Central Asia (IDA & IBRD),,2004,1.98443827257235,3.6441797879188
Europe & Central Asia (IDA & IBRD),,2005,1.96418346708341,3.68224729863427
Europe & Central Asia (IDA & IBRD),,2006,1.95551301793131,3.72417854864655
Europe & Central Asia (IDA & IBRD),,2007,1.95734011442338,3.80097281219375
Europe & Central Asia (IDA & IBRD),,2008,2.26137298850008,3.95566405187235
Europe & Central Asia (IDA & IBRD),,2009,2.44540614394127,4.4063370539875
Europe & Central Asia (IDA & IBRD),,2010,2.39006111150274,4.07201439336568
Europe & Central Asia (IDA & IBRD),,2011,2.37998762031615,3.82649987217978
Europe & Central Asia (IDA & IBRD),,2012,2.44188129934098,3.9082042144775
Europe & Central Asia (IDA & IBRD),,2013,2.59161524990921,3.86992110262127
Europe & Central Asia (IDA & IBRD),,2014,2.55541794635893,3.85707266823256
Europe & Central Asia (excluding high income),,1995,1.37873552894272,3.4718491889305
Europe & Central Asia (excluding high income),,1996,1.52881588705635,3.49018045871468
Europe & Central Asia (excluding high income),,1997,1.80633608132052,4.06025106729163
Europe & Central Asia (excluding high income),,1998,1.78984714296623,3.4825254198171
Europe & Central Asia (excluding high income),,1999,2.04467553110699,3.33202887485962
Europe & Central Asia (excluding high income),,2000,2.02229075432524,3.27082856096942
Europe & Central Asia (excluding high income),,2001,2.07483201158896,3.44349901225403
Europe & Central Asia (excluding high income),,2002,2.10745422612517,3.65132064297674
Europe & Central Asia (excluding high income),,2003,2.02033893357846,3.67786114599476
Europe & Central Asia (excluding high income),,2004,1.99271046890484,3.53236779740581
Europe & Central Asia (excluding high income),,2005,1.97585368636099,3.57266592882787
Europe & Central Asia (excluding high income),,2006,1.97276637696945,3.62792818990622
Europe & Central Asia (excluding high income),,2007,1.97330535004351,3.70332635062437
Europe & Central Asia (excluding high income),,2008,2.31291308452697,3.80033935560488
Europe & Central Asia (excluding high income),,2009,2.51823693299279,4.29166143223171
Europe & Central Asia (excluding high income),,2010,2.45768531665696,3.94561336329892
Europe & Central Asia (excluding high income),,2011,2.43742607707462,3.70557809553438
Europe & Central Asia (excluding high income),,2012,2.49545228860697,3.82580936117181
Europe & Central Asia (excluding high income),,2013,2.67969678320552,3.78882911689281
Europe & Central Asia (excluding high income),,2014,2.65086155619446,3.76996340495351
European Union,,1995,1.79431975200697,6.49815580966922
European Union,,1996,1.83983784280479,6.5748344556174
European Union,,1997,1.88750177063358,6.43527438544611
European Union,,1998,1.93302014965721,6.38536446855319
European Union,,1999,1.94735100742029,6.44480525508864
European Union,,2000,1.95894711625248,6.43140313349376
European Union,,2001,2.01499490727658,6.56386356339689
European Union,,2002,2.06485237404753,6.74138388908052
European Union,,2003,2.14335989972791,6.89451481197236
European Union,,2004,2.15775315766164,6.90772285005786
European Union,,2005,2.17752789513757,7.04811894398306
European Union,,2006,2.08978458456486,7.08571481878668
European Union,,2007,2.09052597852301,7.00096940234289
European Union,,2008,2.14300916083531,7.25583152315094
European Union,,2009,2.25569266564062,7.93642431730523
European Union,,2010,2.22810284333469,7.82027382641137
European Union,,2011,2.24093662181231,7.744260029485
European Union,,2012,2.25872990240388,7.79316252551361
European Union,,2013,2.23522408223762,7.83798377197145
European Union,,2014,2.22076351308,7.81873911014403
Fiji,FJI,1995,0.649946067932517,2.46368722206748
Fiji,FJI,1996,0.628701173159464,2.64361075684054
Fiji,FJI,1997,0.639420237211258,2.89240714278874
Fiji,FJI,1998,0.580269836690293,2.60443361330971
Fiji,FJI,1999,0.639214540139245,2.50533761986075
Fiji,FJI,2000,0.6331775142366,3.2355711557634
Fiji,FJI,2001,0.65330560484667,2.62817835515333
Fiji,FJI,2002,0.62707291669706,2.85448819330294
Fiji,FJI,2003,0.652070912090847,2.70026475790915
Fiji,FJI,2004,0.720080779522959,2.88766334047704
Fiji,FJI,2005,0.671705373900097,2.9360558160999
Fiji,FJI,2006,0.823679963843476,3.01236198615652
Fiji,FJI,2007,0.948177079399533,2.79198260060047
Fiji,FJI,2008,0.898323877951028,2.78032904204897
Fiji,FJI,2009,1.30404255218649,2.95390615781351
Fiji,FJI,2010,1.26269037417961,2.96520593582039
Fiji,FJI,2011,1.37859169460928,2.67714419539072
Fiji,FJI,2012,1.40163310737458,2.76214864262542
Fiji,FJI,2013,1.3605971085423,2.9022438714577
Fiji,FJI,2014,1.53429063019559,2.95320810980441
Finland,FIN,1995,2.22267352910402,5.62718697649283
Finland,FIN,1996,2.27959054313207,5.75353562686793
Finland,FIN,1997,2.15171679861145,5.56313205138855
Finland,FIN,1998,2.02346048711444,5.32659310288556
Finland,FIN,1999,2.1044926061528,5.2687780538472
Finland,FIN,2000,2.0745836072811,5.1444641627189
Finland,FIN,2001,2.08139696171306,5.34361308828694
Finland,FIN,2002,2.15066851812722,5.65716003187278
Finland,FIN,2003,2.21896290238141,5.9322325176186
Finland,FIN,2004,2.19225802279342,6.01726610288277
Finland,FIN,2005,2.2075996156197,6.2218654743803
Finland,FIN,2006,2.10213669975297,6.27918843024703
Finland,FIN,2007,2.06162258732187,6.03173102267813
Finland,FIN,2008,2.1003494370174,6.2538219429826
Finland,FIN,2009,2.30677828077557,6.89682278922443
Finland,FIN,2010,2.30658976966446,6.73883183033554
Finland,FIN,2011,2.2579437212028,6.75355115562938
Finland,FIN,2012,2.25739724482689,7.04083987517311
Finland,FIN,2013,2.3426733958518,7.2040166841482
Finland,FIN,2014,2.3900946668927,7.2898142731073
Fragile and conflict affected situations,,2000,2.83046163534568,1.84753471415208
Fragile and conflict affected situations,,2001,2.9657169493039,2.17962552893169
Fragile and conflict affected situations,,2002,3.06773033073041,2.26374639997002
Fragile and conflict affected situations,,2003,2.98010677134609,2.1906720160083
Fragile and conflict affected situations,,2004,2.64799682286642,2.46502642069824
Fragile and conflict affected situations,,2005,2.37453361348437,2.0793788976713
Fragile and conflict affected situations,,2006,2.35327047774247,1.83992266893458
Fragile and conflict affected situations,,2007,2.37535752534807,1.94868060013951
Fragile and conflict affected situations,,2008,2.47972412341146,2.13592537498479
Fragile and conflict affected situations,,2009,2.9020106086643,2.39309403526792
Fragile and conflict affected situations,,2010,2.66203181864432,2.19567236520614
Fragile and conflict affected situations,,2011,2.6758471762539,2.1861518818039
Fragile and conflict affected situations,,2012,3.08682385645137,2.50034289033932
Fragile and conflict affected situations,,2013,3.20347967695701,2.62612872565431
Fragile and conflict affected situations,,2014,3.21823829337593,2.49853527595291
France,FRA,1995,2.05433615874963,8.05821871516713
France,FRA,1996,2.06592795675868,8.04280869324132
France,FRA,1997,2.03056229057896,7.94448731942104
France,FRA,1998,2.02049565152071,7.84424805847929
France,FRA,1999,2.02564980184046,7.83124774815954
France,FRA,2000,2.01504810722535,7.75949957277465
France,FRA,2001,2.03823636597154,7.84866657402846
France,FRA,2002,2.07865409559836,8.14165389440164
France,FRA,2003,2.30050329218967,8.12782087781033
France,FRA,2004,2.32831756038974,8.20640926961026
France,FRA,2005,2.33354897143397,8.2663371722061
France,FRA,2006,2.35603692722053,8.17318340277947
France,FRA,2007,2.33070041101123,8.11828779376427
France,FRA,2008,2.40053264047596,8.16933745952404
France,FRA,2009,2.53407049991684,8.74652319008317
France,FRA,2010,2.518114377666,8.6791049579326
France,FRA,2011,2.46018355449971,8.73113595350186
France,FRA,2012,2.48254412046651,8.82605179478001
France,FRA,2013,2.50244890700796,8.91069404639475
France,FRA,2014,2.51500537379805,9.02451437620196
Gabon,GAB,1995,2.22560254056022,1.25744529943978
Gabon,GAB,1996,2.11027809040033,1.28647558959967
Gabon,GAB,1997,1.81412772826334,1.19217630173666
Gabon,GAB,1998,2.51220919611345,1.73134390388655
Gabon,GAB,1999,2.30634744235114,1.21398769764886
Gabon,GAB,2000,1.73434485431042,1.15485615568958
Gabon,GAB,2001,1.94411099489128,1.28583740510872
Gabon,GAB,2002,2.01138603193315,1.20729000806685
Gabon,GAB,2003,2.01143955348198,1.46758130651802
Gabon,GAB,2004,1.89453815956834,1.36059829043166
Gabon,GAB,2005,1.64022245205018,1.11498097794982
Gabon,GAB,2006,1.64693012474531,1.23508613525469
Gabon,GAB,2007,1.59134153409823,1.26697806590177
Gabon,GAB,2008,1.45963659288485,1.07624140711515
Gabon,GAB,2009,1.87984109244292,1.54809964755708
Gabon,GAB,2010,0.929702902869826,2.4409245497693
Gabon,GAB,2011,1.01928219197687,2.10328794802313
Gabon,GAB,2012,0.921361886933774,2.21020120306623
Gabon,GAB,2013,1.05148121695389,2.93182962304611
Gabon,GAB,2014,1.08689069549383,2.35058092450617
Gambia,GMB,1995,2.21665223096646,1.04110456903354
Gambia,GMB,1996,2.47069671758417,0.896204512415832
Gambia,GMB,1997,2.1933226033651,0.921290896634895
Gambia,GMB,1998,2.34118750377427,1.19482309622573
Gambia,GMB,1999,2.31099700035044,1.25261531964956
Gambia,GMB,2000,2.37851585135505,1.23486670864495
Gambia,GMB,2001,2.15465388975366,1.55374665024634
Gambia,GMB,2002,2.34363087680847,1.40735689319153
Gambia,GMB,2003,2.09521316227857,2.12397487772143
Gambia,GMB,2004,1.83711596147902,2.51485023852098
Gambia,GMB,2005,2.06926097242976,2.89759900757024
Gambia,GMB,2006,2.27814875391796,3.24463093608204
Gambia,GMB,2007,2.35822006965474,3.40312534034526
Gambia,GMB,2008,2.41854230077622,3.52701289922378
Gambia,GMB,2009,2.36750607550079,3.48232826449921
Gambia,GMB,2010,2.31742375354579,3.43308687645421
Gambia,GMB,2011,2.50613324279574,3.73512102720427
Gambia,GMB,2012,2.45122050839132,3.67221276160868
Gambia,GMB,2013,2.30950547664569,4.18162845335431
Gambia,GMB,2014,2.29478824535501,5.04561251464499
Georgia,GEO,1995,4.85762252532491,0.26728121467509
Georgia,GEO,1996,6.61675284587151,0.874215804128492
Georgia,GEO,1997,6.49852909081099,1.49127909918901
Georgia,GEO,1998,5.35205097199079,1.19565706800921
Georgia,GEO,1999,5.15343093784734,1.14052741215266
Georgia,GEO,2000,5.75872911180055,1.18060888819946
Georgia,GEO,2001,6.4279292743875,1.3881943656125
Georgia,GEO,2002,7.32296137061714,1.40035003938286
Georgia,GEO,2003,7.22793087039977,1.25729463960024
Georgia,GEO,2004,7.2238344733208,1.3072424666792
Georgia,GEO,2005,6.95032159171275,1.64850457828725
Georgia,GEO,2006,6.62256036780091,1.77166210219909
Georgia,GEO,2007,6.71769456506406,1.44962342493594
Georgia,GEO,2008,7.21322024826402,1.77997441173598
Georgia,GEO,2009,7.92396075727046,2.27025857272954
Georgia,GEO,2010,7.76165453658051,2.28992913341949
Georgia,GEO,2011,7.68156424619041,1.70062438380959
Georgia,GEO,2012,7.36050259738617,1.21034891261383
Georgia,GEO,2013,5.97124446217356,1.27612023782644
Georgia,GEO,2014,5.86392866229996,1.55273053770004
Germany,DEU,1995,1.75251913282315,7.67867347717685
Germany,DEU,1996,1.79653890275365,8.11736954724635
Germany,DEU,1997,1.94824491024174,8.08569887975826
Germany,DEU,1998,2.0088794758662,8.0404066592298
Germany,DEU,1999,2.03638952394034,8.0123300146252
Germany,DEU,2000,2.10439030706796,7.99875264293204
Germany,DEU,2001,2.12032937993691,8.03376379006309
Germany,DEU,2002,2.21831448135483,8.18158774864517
Germany,DEU,2003,2.32635760830781,8.2893859678395
Germany,DEU,2004,2.45104861213731,7.9198192578627
Germany,DEU,2005,2.5108437706719,8.0067018393281
Germany,DEU,2006,2.48248198010341,7.85851874989659
Germany,DEU,2007,2.44788578936702,7.73251951063298
Germany,DEU,2008,2.49072895767208,7.90173866232793
Germany,DEU,2009,2.69339262134376,8.70986228865624
Germany,DEU,2010,2.67582924388834,8.57573079611166
Germany,DEU,2011,2.62511468352433,8.30762230647567
Germany,DEU,2012,2.63080519432058,8.36111453567942
Germany,DEU,2013,2.59534461518442,8.56949397529851
Germany,DEU,2014,2.59976334604059,8.69723732395941
Ghana,GHA,1995,1.46335758821476,1.62287138178524
Ghana,GHA,1996,1.42612168840499,2.01892710159501
Ghana,GHA,1997,1.55991576689063,1.43560553310937
Ghana,GHA,1998,1.45880954718534,1.77275378281466
Ghana,GHA,1999,1.48710859239903,1.59337753760097
Ghana,GHA,2000,1.50003904932123,1.49809434067877
Ghana,GHA,2001,1.51387083214512,2.04500368785488
Ghana,GHA,2002,1.56417920148916,1.50885022851084
Ghana,GHA,2003,1.54333075446411,1.58056237553589
Ghana,GHA,2004,1.55834127057445,2.39904381942556
Ghana,GHA,2005,1.58390290289649,2.92394495710351
Ghana,GHA,2006,1.59215372439871,3.04422815560129
Ghana,GHA,2007,1.57055553853598,3.72988789146403
Ghana,GHA,2008,1.62763361623397,3.22305449376603
Ghana,GHA,2009,1.4980807279109,3.6749633620891
Ghana,GHA,2010,1.50514442218055,3.82937674781945
Ghana,GHA,2011,1.23189899428139,3.57552048571861
Ghana,GHA,2012,1.64937927300946,3.14067582699054
Ghana,GHA,2013,1.38404004692153,3.24216013307847
Ghana,GHA,2014,1.42840680532436,2.12888508467564
Greece,GRC,1995,3.96395583131127,4.30135949868874
Greece,GRC,1996,3.84329451886415,4.32564739113585
Greece,GRC,1997,3.77727914003082,4.23233099996918
Greece,GRC,1998,3.7928320169316,4.1185477530684
Greece,GRC,1999,3.78507303016378,4.34042635983622
Greece,GRC,2000,3.04005810988966,4.56221110011034
Greece,GRC,2001,3.32405130912408,5.14607034087592
Greece,GRC,2002,3.662040071933,5.055646368067
Greece,GRC,2003,3.46161563985037,5.14686853014963
Greece,GRC,2004,3.39363128972955,4.90873744027045
Greece,GRC,2005,3.73414681388902,5.62731909611098
Greece,GRC,2006,3.54491108145745,5.79083234514219
Greece,GRC,2007,3.73068390987946,5.67782836518577
Greece,GRC,2008,3.90893915773971,5.84985855029747
Greece,GRC,2009,2.97959809652048,6.78107986210626
Greece,GRC,2010,2.96495871939203,6.21635374776093
Greece,GRC,2011,3.07227874799875,6.6828023973606
Greece,GRC,2012,2.95530959269703,6.2744302264037
Greece,GRC,2013,3.12153024962621,6.06628752556277
Greece,GRC,2014,3.0992278265124,4.98503919348761
Grenada,GRD,1995,3.90042895397641,3.00643431602359
Grenada,GRD,1996,3.93615817707569,3.01674292292431
Grenada,GRD,1997,4.0962785729981,3.1578691670019
Grenada,GRD,1998,4.19352314461421,3.15148880538579
Grenada,GRD,1999,4.07596335937388,3.70731924062612
Grenada,GRD,2000,3.17767045430736,3.44699932569264
Grenada,GRD,2001,3.15585127264892,4.51323879735109
Grenada,GRD,2002,3.14898859289619,3.52454987710381
Grenada,GRD,2003,2.83879107236538,3.05506690763461
Grenada,GRD,2004,2.53458753908207,2.70056389091793
Grenada,GRD,2005,2.58521971499047,2.91893639500953
Grenada,GRD,2006,2.7848356306242,3.2081817593758
Grenada,GRD,2007,2.97812500151635,2.89789096848365
Grenada,GRD,2008,3.07174887738653,2.69154161261347
Grenada,GRD,2009,3.17131868163686,3.07333462836314
Grenada,GRD,2010,3.30607457309119,3.10052624690881
Grenada,GRD,2011,3.30928874157604,3.04019062842396
Grenada,GRD,2012,3.31063307496695,3.04594194503306
Grenada,GRD,2013,3.36996653216098,2.78244426783902
Grenada,GRD,2014,3.2702566167985,2.82735741320149
Guatemala,GTM,1995,2.35072538591061,1.56825183408939
Guatemala,GTM,1996,2.38147708851458,1.47408881148542
Guatemala,GTM,1997,2.37148400634724,1.65235263365276
Guatemala,GTM,1998,2.17242779420197,1.68789775579803
Guatemala,GTM,1999,2.46446498344838,1.82256831655162
Guatemala,GTM,2000,3.34553149589537,1.90628798410463
Guatemala,GTM,2001,4.59324349817245,2.16538254182755
Guatemala,GTM,2002,4.57968746871736,2.12695041128264
Guatemala,GTM,2003,4.63334944186944,2.25078008813056
Guatemala,GTM,2004,4.58440413016219,2.18862220983782
Guatemala,GTM,2005,4.63755353292357,2.15193384707643
Guatemala,GTM,2006,4.68274947438179,2.38932787561821
Guatemala,GTM,2007,4.58777158035961,2.26818625964039
Guatemala,GTM,2008,4.32904026805341,2.3197879719466
Guatemala,GTM,2009,4.27077096591529,2.5169934040847
Guatemala,GTM,2010,4.26292035317589,2.37549693682411
Guatemala,GTM,2011,4.13069560951846,2.15314798048154
Guatemala,GTM,2012,4.18159238028263,2.14774652971737
Guatemala,GTM,2013,3.97439137603127,2.32188930396873
Guatemala,GTM,2014,3.86757225542069,2.33472901457931
Guinea,GIN,1995,2.28683032989688,1.24440635010312
Guinea,GIN,1996,2.35998242589739,0.769224234102606
