Entity,Code,Year,"Health expenditure, private (% of GDP)","Health expenditure, public (% of GDP)"
Afghanistan,AFG,2002,7.2123498103069,0.550723349693097
Afghanistan,AFG,2003,8.20815301855031,0.607900411449694
Afghanistan,AFG,2004,7.81724842469336,0.969458795306644
Afghanistan,AFG,2005,7.26618517502382,0.801919174976177
Afghanistan,AFG,2006,6.37155151704114,1.06242003295885
Afghanistan,AFG,2007,6.20618027566277,0.522136074337234
Afghanistan,AFG,2008,6.94250928983089,1.38558405016911
Afghanistan,AFG,2009,6.83284386338264,2.58612677661736
Afghanistan,AFG,2010,6.34234622663813,2.85537650336187
Afghanistan,AFG,2011,5.79189922951505,2.08009266048495
Afghanistan,AFG,2012,5.59834667313982,2.92056600686017
Afghanistan,AFG,2013,5.48447167066433,2.65039388933567
Afghanistan,AFG,2014,5.24944009755562,2.93283372244438
Albania,ALB,1995,4.88407457467167,1.71300445532833
Albania,ALB,1996,5.68577680371952,1.74619754628048
Albania,ALB,1997,5.54359052523674,2.02450940476327
Albania,ALB,1998,4.84817145321902,2.09512775678097
Albania,ALB,1999,4.35801847343953,2.51017141656047
Albania,ALB,2000,3.99756644183973,2.25841795816027
Albania,ALB,2001,3.70791987116593,2.29222401883407
Albania,ALB,2002,4.04378758678423,2.25632589321577
Albania,ALB,2003,4.01490307861173,2.25210415138827
Albania,ALB,2004,3.70012981972392,2.67940487027608
Albania,ALB,2005,3.40985531679276,2.70645544320724
Albania,ALB,2006,3.28616015779203,2.57513609220797
Albania,ALB,2007,3.47476414994422,2.62917110005578
Albania,ALB,2008,3.17551770968872,2.69389845031128
Albania,ALB,2009,2.95776371707859,2.83357574292141
Albania,ALB,2010,2.85846698034215,2.47656802965785
Albania,ALB,2011,2.86549440007284,2.84917085992716
Albania,ALB,2012,2.85346874998118,2.73570410001882
Albania,ALB,2013,2.81915524420344,2.83598423579657
Albania,ALB,2014,2.94673215454404,2.93637327545596
Algeria,DZA,1995,1.02793017393526,2.67359435606474
Algeria,DZA,1996,0.846887160484184,2.50218251951582
Algeria,DZA,1997,1.04129199407516,2.55336573592484
Algeria,DZA,1998,1.06610139605023,2.52798038394977
Algeria,DZA,1999,1.05058365769438,2.38333129230562
Algeria,DZA,2000,0.930459699528884,2.55856124047112
Algeria,DZA,2001,0.86614769980658,2.97171746019342
Algeria,DZA,2002,0.877790139712013,2.85227361028799
Algeria,DZA,2003,0.7987897169482,2.8022370230518
Algeria,DZA,2004,0.977815187767994,2.56624807223201
Algeria,DZA,2005,0.954934935782999,2.280233074217
Algeria,DZA,2006,1.02026775931798,2.33485067068202
Algeria,DZA,2007,1.11584111881508,2.70557079118492
Algeria,DZA,2008,1.13910751686115,3.06280389313885
Algeria,DZA,2009,1.52145903017948,3.83796597982052
Algeria,DZA,2010,1.5239461539134,3.5932085260866
Algeria,DZA,2011,1.51719903249066,3.77572930750934
Algeria,DZA,2012,1.62286183032945,4.52025088967055
Algeria,DZA,2013,1.93602363138588,5.18835904861412
Algeria,DZA,2014,1.96303251044821,5.24414552955179
Andorra,AND,1995,1.8253165444614,3.9826832955386
Andorra,AND,1996,1.8586859872137,4.2356472227863
Andorra,AND,1997,1.84785152501761,4.29707049498239
Andorra,AND,1998,2.01834553099687,5.73758022900313
Andorra,AND,1999,1.79484260071688,3.93346563928312
Andorra,AND,2000,1.80475151319123,3.97654822680877
Andorra,AND,2001,1.8089834125,3.9797635075
Andorra,AND,2002,1.8630136986882,4.1095890413118
Andorra,AND,2003,1.79885309503363,3.94617981496637
Andorra,AND,2004,1.78762227045662,3.91626013954338
Andorra,AND,2005,1.76364429117443,3.45970884882557
Andorra,AND,2006,1.74777086730114,3.56612237269886
Andorra,AND,2007,1.74913286822206,4.58632291177794
Andorra,AND,2008,1.74233778090344,4.82507081909656
Andorra,AND,2009,1.72215248598143,5.03753714401857
Andorra,AND,2010,1.75723982309386,6.24202669690614
Andorra,AND,2011,1.77750218388556,4.92628930611444
Andorra,AND,2012,1.80029753272145,5.74703987727854
Andorra,AND,2013,1.78568960565423,9.69235679434577
Andorra,AND,2014,1.78568960620004,6.34144600379996
Angola,AGO,1995,1.79975973785657,4.65911821214343
Angola,AGO,1996,1.07495030577892,1.73978177422108
Angola,AGO,1997,1.46333985925588,2.01921944074412
Angola,AGO,1998,1.92089672075927,1.41470538924073
Angola,AGO,1999,1.24604639329818,2.13179778670182
Angola,AGO,2000,1.11006719606174,1.67721646393826
Angola,AGO,2001,2.57215432567534,2.81240339432466
Angola,AGO,2002,1.9487032082189,1.6852175417811
Angola,AGO,2003,2.36091506247445,2.04436935752555
Angola,AGO,2004,2.29947955487772,2.40784051512228
Angola,AGO,2005,2.07931364036576,2.02464637963424
Angola,AGO,2006,1.52000214467038,3.02243534532962
Angola,AGO,2007,1.1693476108495,2.2137640191505
Angola,AGO,2008,1.1285994978321,2.7163344521679
Angola,AGO,2009,1.70785657263892,2.66391720736108
Angola,AGO,2010,1.32989142638432,2.06125466361568
Angola,AGO,2011,1.2244884261322,2.1550942738678
Angola,AGO,2012,1.16747771667537,2.13731650332463
Angola,AGO,2013,1.18262329756933,3.08040839243067
Angola,AGO,2014,1.18207073517153,2.12491219482846
Antigua and Barbuda,ATG,1995,1.39726833666688,2.74634456333312
Antigua and Barbuda,ATG,1996,1.41516938608864,2.50580046391136
Antigua and Barbuda,ATG,1997,1.34190455140062,2.59740259859938
Antigua and Barbuda,ATG,1998,1.24814254267812,2.67206477732188
Antigua and Barbuda,ATG,1999,1.2168468848188,2.7442000451812
Antigua and Barbuda,ATG,2000,1.33724305021429,2.78780547978571
Antigua and Barbuda,ATG,2001,1.53463053736771,2.94975995263229
Antigua and Barbuda,ATG,2002,1.46355560577429,2.95023144422571
Antigua and Barbuda,ATG,2003,1.58432798477791,2.95001300522209
Antigua and Barbuda,ATG,2004,1.52719189006749,2.67979352993251
Antigua and Barbuda,ATG,2005,1.46000175489595,2.95009859510405
Antigua and Barbuda,ATG,2006,1.38991573647109,2.95010587352892
Antigua and Barbuda,ATG,2007,1.31972324361192,2.94999999638808
Antigua and Barbuda,ATG,2008,1.34898294432663,3.34303138567337
Antigua and Barbuda,ATG,2009,1.51816242419607,3.34389959580393
Antigua and Barbuda,ATG,2010,1.73496725799743,3.89354714200257
Antigua and Barbuda,ATG,2011,1.75748962142215,3.89103955857785
Antigua and Barbuda,ATG,2012,1.73360561579766,3.65233263420234
Antigua and Barbuda,ATG,2013,1.73963043698115,3.59259739301885
Antigua and Barbuda,ATG,2014,1.7570724341349,3.7846106758651
Arab World,,1995,1.69501697664911,2.00404811662031
Arab World,,1996,1.67671240178349,2.01393923071042
Arab World,,1997,1.79030485649684,2.07078900913919
Arab World,,1998,1.99648709169807,2.17730806321755
Arab World,,1999,1.94587214257857,2.33159311199638
Arab World,,2000,1.78527676401021,2.33470521982777
Arab World,,2001,1.80104183580029,2.58984964745225
Arab World,,2002,1.87391803845861,2.54108011365858
Arab World,,2003,1.75059311276458,2.45112334586756
Arab World,,2004,1.6232936817941,2.31492358542847
Arab World,,2005,1.44128825962927,2.13428100997371
Arab World,,2006,1.39282418658044,2.13303193843802
Arab World,,2007,1.45077653880677,2.16859441783943
Arab World,,2008,1.42833780169105,2.10218435879634
Arab World,,2009,1.73766033875641,2.83292185638542
Arab World,,2010,1.67109442706259,2.49011510740186
Arab World,,2011,1.55618795438559,2.53976457189567
Arab World,,2012,1.69957411170042,2.69849150472776
Arab World,,2013,1.77469921572649,2.88870115520807
Arab World,,2014,1.8401003701193,3.03432639676065
Argentina,ARG,1995,3.3445496543595,4.9664430856405
Argentina,ARG,1996,3.39335237157692,4.63164121842309
Argentina,ARG,1997,3.80831731253788,4.55304429746212
Argentina,ARG,1998,3.91171381572855,4.62421171427145
Argentina,ARG,1999,4.20283363397006,5.15231568602994
Argentina,ARG,2000,4.24695310843125,4.96580358156875
Argentina,ARG,2001,4.30995612763209,5.06593399236791
Argentina,ARG,2002,3.86098963095398,4.45294004904602
Argentina,ARG,2003,3.96503955715479,4.25102318284521
Argentina,ARG,2004,3.3181641719482,3.5223967580518
Argentina,ARG,2005,3.18138553184823,3.66423384815177
Argentina,ARG,2006,3.02700160391524,3.65486893608476
Argentina,ARG,2007,2.7115092091895,3.7830748408105
Argentina,ARG,2008,2.54262103795865,4.12109735204135
Argentina,ARG,2009,2.59397261082251,5.04078579917749
Argentina,ARG,2010,2.38667381514721,4.16348234485279
Argentina,ARG,2011,2.14735014700316,3.74539250299684
Argentina,ARG,2012,2.06009729634158,2.95895087365842
Argentina,ARG,2013,2.25185057161248,2.73502200838753
Argentina,ARG,2014,2.13324236241254,2.65267379758746
Armenia,ARM,1995,4.42246349785664,1.99627256214336
Armenia,ARM,1996,4.16960912729225,1.62114807270775
Armenia,ARM,1997,4.36009287743241,1.40749616256759
Armenia,ARM,1998,4.11125871604188,1.64491307395812
Armenia,ARM,1999,4.06937568483572,1.61241488516428
Armenia,ARM,2000,5.11595148072859,1.1375319992714
Armenia,ARM,2001,4.34894185760062,1.59147462239938
Armenia,ARM,2002,4.03908674694774,1.36133246305226
Armenia,ARM,2003,4.04731041094874,1.51657026905126
Armenia,ARM,2004,4.09673098595381,1.40445070404619
Armenia,ARM,2005,3.34706303902586,1.90505340097414
Armenia,ARM,2006,2.52486866652426,2.05288205347574
Armenia,ARM,2007,2.20954582227243,2.09928499772757
Armenia,ARM,2008,2.03455266713942,1.76477031286058
Armenia,ARM,2009,2.53531803356247,2.01000537643753
Armenia,ARM,2010,2.63954895701121,1.92271406298879
Armenia,ARM,2011,1.77463743389997,1.93890353610003
Armenia,ARM,2012,2.606476708651,1.875681541349
Armenia,ARM,2013,2.60353579337069,1.94669099662931
Armenia,ARM,2014,2.5544737532045,1.92567566679549
Australia,AUS,1995,2.48450264484882,4.77523258515118
Australia,AUS,1996,2.58673938583173,4.85630802416827
Australia,AUS,1997,2.48275170797171,5.01647628202829
Australia,AUS,1998,2.57805433071262,5.08464780928738
Australia,AUS,1999,2.46283156092713,5.32692740907287
Australia,AUS,2000,2.67863348399026,5.39951166600973
Australia,AUS,2001,2.75768004331882,5.42099865976707
Australia,AUS,2002,2.76977818501043,5.62066014498957
Australia,AUS,2003,2.81232385001891,5.50612733998109
Australia,AUS,2004,2.84942165140848,5.72489888888071
Australia,AUS,2005,2.792444146459,5.661448483541
Australia,AUS,2006,2.83030335871122,5.66088659128878
Australia,AUS,2007,2.7647540965227,5.76587639494667
Australia,AUS,2008,2.85586505405223,5.92763100804262
Australia,AUS,2009,2.85949994875751,6.18655601124249
Australia,AUS,2010,2.88793765660665,6.12733425339335
Australia,AUS,2011,2.88396827213373,6.31537827786627
Australia,AUS,2012,3.0717518713511,6.28563326864891
Australia,AUS,2013,3.08882134053316,6.27491713946684
Australia,AUS,2014,3.10570758169405,6.31659265830595
Austria,AUT,1995,2.40992412725376,7.13710014274624
Austria,AUT,1996,2.43104356942973,7.09625698057027
Austria,AUT,1997,2.46848736749624,7.35672858752497
Austria,AUT,1998,2.51871442643446,7.47871954356554
Austria,AUT,1999,2.53933553239674,7.64825178760326
Austria,AUT,2000,2.5282007416989,7.53636652560457
Austria,AUT,2001,2.61572178286744,7.50331422713256
Austria,AUT,2002,2.66352492179091,7.60650834820909
Austria,AUT,2003,2.74386020283731,7.73647976222815
Austria,AUT,2004,2.76854608050578,7.79133645949423
Austria,AUT,2005,2.6999962908032,7.83141883026931
Austria,AUT,2006,2.61361494354416,7.73793278645584
Austria,AUT,2007,2.62547432818314,7.77580259181686
Austria,AUT,2008,2.60807305610013,7.9958568889069
Austria,AUT,2009,2.72830770147133,8.46612960852866
Austria,AUT,2010,2.76524121345952,8.40000694654048
Austria,AUT,2011,2.72189834687624,8.21367472312377
Austria,AUT,2012,2.75103024820483,8.41718956179517
Austria,AUT,2013,2.76717596171491,8.37061343691088
Austria,AUT,2014,2.48044756001202,8.72502571998798
Azerbaijan,AZE,1995,4.40012343214527,1.39175257785473
Azerbaijan,AZE,1996,4.63836689119042,1.48554701880958
Azerbaijan,AZE,1997,4.22335025742076,1.22862571257924
Azerbaijan,AZE,1998,4.53085300738999,0.903807032610006
Azerbaijan,AZE,1999,4.37171400635554,0.985430463644461
Azerbaijan,AZE,2000,3.80392025894861,0.866892751051386
Azerbaijan,AZE,2001,3.63593984022491,0.846501129775094
Azerbaijan,AZE,2002,3.675287697144,0.791817882856003
Azerbaijan,AZE,2003,5.73361007002278,0.829677969977225
Azerbaijan,AZE,2004,6.89587391448392,1.02867003551608
Azerbaijan,AZE,2005,6.98300272512009,0.880905374879911
Azerbaijan,AZE,2006,5.30388323035641,0.864184359643595
Azerbaijan,AZE,2007,4.11499905093705,0.980253879062945
Azerbaijan,AZE,2008,3.54939098377225,0.824675486227748
Azerbaijan,AZE,2009,4.51127075956728,1.33896972043272
Azerbaijan,AZE,2010,4.16557937651887,1.16802072348113
Azerbaijan,AZE,2011,3.92833735644618,1.08098767355382
Azerbaijan,AZE,2012,4.15630102575066,1.21059659424934
Azerbaijan,AZE,2013,4.38736654539408,1.15018390460592
Azerbaijan,AZE,2014,4.80589572105364,1.23096747894636
Bahamas,BHS,1995,4.12073490732163,2.72965879267837
Bahamas,BHS,1996,4.14242172607155,2.77362150392845
Bahamas,BHS,1997,3.19282806724407,2.35729076275594
Bahamas,BHS,1998,3.04659136895844,2.53950482104156
Bahamas,BHS,1999,2.76247132182225,2.46781878817775
Bahamas,BHS,2000,2.70562770332581,2.50254758667419
Bahamas,BHS,2001,2.67929032638868,2.46689595361132
Bahamas,BHS,2002,2.74501868165056,2.51066542834944
Bahamas,BHS,2003,2.9701159838949,2.6478861161051
Bahamas,BHS,2004,3.14409888601326,2.88043563398674
Bahamas,BHS,2005,3.3119753729955,2.6421896470045
Bahamas,BHS,2006,3.65991578013619,3.27260209986381
Bahamas,BHS,2007,3.89409097006865,3.18150170993135
Bahamas,BHS,2008,3.94809686476566,3.35487743523434
Bahamas,BHS,2009,3.90539595137723,3.52652414862277
Bahamas,BHS,2010,3.97576872613167,3.46081550386833
Bahamas,BHS,2011,4.05866113770536,3.57505624229464
Bahamas,BHS,2012,4.13185473651959,3.29824927348041
Bahamas,BHS,2013,3.9685928099341,3.0769557200659
Bahamas,BHS,2014,4.19169219371907,3.55067269628093
Bahrain,BHR,1995,1.29432642422354,2.81854649577646
Bahrain,BHR,1996,1.28595536624539,2.7515132037546
Bahrain,BHR,1997,1.30025962593971,3.04772174406029
Bahrain,BHR,1998,1.43493306732446,2.88132077267554
Bahrain,BHR,1999,1.35018163166921,2.83872770833079
Bahrain,BHR,2000,1.14654806950475,2.36241776049525
Bahrain,BHR,2001,1.26244069699832,2.53287851300168
Bahrain,BHR,2002,1.30981615724904,2.58432320275096
Bahrain,BHR,2003,1.23860531085892,2.50112364914108
Bahrain,BHR,2004,1.09819818361156,2.26780958638844
Bahrain,BHR,2005,1.00152764656387,2.15652223343613
Bahrain,BHR,2006,0.951504433680899,2.1252506563191
Bahrain,BHR,2007,0.893107534466696,2.1845672455333
Bahrain,BHR,2008,0.855428473381933,2.31305803661807
Bahrain,BHR,2009,1.03805962084896,2.74844437915104
Bahrain,BHR,2010,1.04427019938294,2.59337939061706
Bahrain,BHR,2011,1.01842061494972,2.38353275505028
Bahrain,BHR,2012,1.60324939790745,2.76266224209255
Bahrain,BHR,2013,1.67038498495332,3.01599439504668
Bahrain,BHR,2014,1.8302960833183,3.1505002966817
Bangladesh,BGD,1995,2.02177137277079,1.19980524722921
Bangladesh,BGD,1996,1.93245205590454,1.03128412409546
Bangladesh,BGD,1997,1.28216115208875,0.968124767911246
Bangladesh,BGD,1998,1.31648584187236,0.935335098127642
Bangladesh,BGD,1999,1.35801993121836,0.935160148781642
Bangladesh,BGD,2000,1.38008308305911,0.946712406940891
Bangladesh,BGD,2001,1.44502414899053,1.02492646100947
Bangladesh,BGD,2002,1.52507760323436,1.06780982676564
Bangladesh,BGD,2003,1.53449038853967,0.975548071460333
Bangladesh,BGD,2004,1.57341883560058,1.04206718439942
Bangladesh,BGD,2005,1.71045024844167,0.966800141558334
Bangladesh,BGD,2006,1.75740003372413,1.03883018627587
Bangladesh,BGD,2007,1.81127236210263,0.987683697897375
Bangladesh,BGD,2008,1.89278144134372,0.953752468656278
Bangladesh,BGD,2009,1.91848404890263,0.99109963109737
Bangladesh,BGD,2010,2.01338693994566,1.05017299005434
Bangladesh,BGD,2011,2.11478389728484,1.04109010271516
Bangladesh,BGD,2012,2.0967243477605,0.984483722239495
Bangladesh,BGD,2013,2.07253330426278,0.810323955737224
Bangladesh,BGD,2014,2.0324660506963,0.786532509303699
Barbados,BRB,1995,1.67051324229654,3.54170787770346
Barbados,BRB,1996,1.60379303265034,3.46173984734966
Barbados,BRB,1997,1.77672894700546,3.32995280299454
Barbados,BRB,1998,1.68817241387372,3.18941778612628
Barbados,BRB,1999,1.73321668409117,3.27784288590883
Barbados,BRB,2000,1.76310306173034,3.39205000826966
Barbados,BRB,2001,1.77518595348999,3.69664401651001
Barbados,BRB,2002,1.79890172187064,3.96299038812936
Barbados,BRB,2003,1.97175348341585,3.84327810658415
Barbados,BRB,2004,1.99447246363216,3.71807147636784
Barbados,BRB,2005,1.91442888293207,3.46327899706794
Barbados,BRB,2006,1.85895201539167,3.41584580460833
Barbados,BRB,2007,1.88077430804428,3.75830091195572
Barbados,BRB,2008,1.95865070731601,4.05631234268399
Barbados,BRB,2009,2.06900636453529,4.14496177546471
Barbados,BRB,2010,2.15906262347821,4.00992874652179
Barbados,BRB,2011,2.51376386297788,4.15598991702212
Barbados,BRB,2012,2.58773861431341,4.84151341568659
Barbados,BRB,2013,2.66883643725055,4.89989426274945
Barbados,BRB,2014,2.72467078108594,4.74463221891406
Belarus,BLR,1995,1.94630281112088,4.79395072887912
Belarus,BLR,1996,1.53897799591603,4.69664666408397
Belarus,BLR,1997,1.16524275620141,5.42728239379858
Belarus,BLR,1998,1.36773867581237,4.58891906418763
Belarus,BLR,1999,1.44758119072418,4.71580206927582
Belarus,BLR,2000,1.5023938514783,4.6264545985217
Belarus,BLR,2001,1.8848105683792,4.7399353516208
Belarus,BLR,2002,1.9095754830275,4.5605487269725
Belarus,BLR,2003,1.72352484330952,4.86575548669047
Belarus,BLR,2004,1.66383834240731,4.92295099759269
Belarus,BLR,2005,1.86360749301073,5.02273828698928
Belarus,BLR,2006,1.88639791695188,4.45040012304812
Belarus,BLR,2007,1.98630270466214,4.45142432533786
Belarus,BLR,2008,2.07761349904865,3.87157645095135
Belarus,BLR,2009,2.18959872845763,3.89544240154238
Belarus,BLR,2010,1.23939854583795,4.31480554416205
Belarus,BLR,2011,1.4511013929552,3.4725576470448
Belarus,BLR,2012,1.14246572965334,3.86575790034666
Belarus,BLR,2013,2.04977439276631,4.02229116723369
Belarus,BLR,2014,1.94596632891519,3.74175525108481
Belgium,BEL,1995,1.76600441554212,5.84532071445789
Belgium,BEL,1996,1.72623940456093,6.18403771543907
Belgium,BEL,1997,1.91202430736636,5.85345812263364
Belgium,BEL,1998,1.98706019550902,5.89943823449098
Belgium,BEL,1999,2.05335800435491,6.02360210564509
Belgium,BEL,2000,2.0622230660478,6.0583742139522
Belgium,BEL,2001,2.03923742060859,6.2528146293914
Belgium,BEL,2002,2.21725858025053,6.24450896974947
Belgium,BEL,2003,2.38550139871214,6.91809655128785
Belgium,BEL,2004,2.19316989713391,7.12785709286609
Belgium,BEL,2005,2.13153934071018,7.11274822928982
Belgium,BEL,2006,2.20875751571876,6.96237045428124
Belgium,BEL,2007,2.29913765113274,6.95293676886726
Belgium,BEL,2008,2.20167200396911,7.39675444603089
Belgium,BEL,2009,2.35051777636632,8.04382236363368
Belgium,BEL,2010,2.26893794396336,7.89670272603664
Belgium,BEL,2011,2.41675825507077,8.00673737492923
Belgium,BEL,2012,2.35345103935518,8.18629897064482
Belgium,BEL,2013,2.34618390154365,8.22671910845635
Belgium,BEL,2014,2.3447614308535,8.2499894691465
Belize,BLZ,1995,1.61366379306404,2.63236519693596
Belize,BLZ,1996,1.58322919693196,2.04804097306804
Belize,BLZ,1997,1.65654084080994,2.26361097919006
Belize,BLZ,1998,1.64045141788541,2.15569660211459
Belize,BLZ,1999,1.63144489180728,2.03548991819272
Belize,BLZ,2000,1.88445598482545,2.09169732517455
Belize,BLZ,2001,1.91302012891747,2.58942255108253
Belize,BLZ,2002,1.92272863110681,2.45654178889319
Belize,BLZ,2003,1.94542859310037,2.58939430689964
Belize,BLZ,2004,1.88675093782639,2.50717175217361
Belize,BLZ,2005,1.8047620845362,2.6479510954638
Belize,BLZ,2006,1.73149222069142,2.66925096930858
Belize,BLZ,2007,1.73827064482217,3.02231292517783
Belize,BLZ,2008,1.80214380438019,3.29067458561981
Belize,BLZ,2009,1.94521761733321,3.86242716266679
Belize,BLZ,2010,1.98746619374313,3.85838186625688
Belize,BLZ,2011,1.87961632450453,3.72560429549547
Belize,BLZ,2012,1.87531693429947,3.57774343570053
Belize,BLZ,2013,2.01348890352112,3.77713074647888
Belize,BLZ,2014,1.90929219488663,3.87965784511337
Benin,BEN,1995,2.58095243553055,2.11172972446945
Benin,BEN,1996,2.55494584598087,2.03155092401913
Benin,BEN,1997,2.49737524129787,1.81442278870213
Benin,BEN,1998,2.44591391302338,1.93979589697663
Benin,BEN,1999,2.4769330646511,2.1099123153489
Benin,BEN,2000,2.42120392633102,1.91752678366898
Benin,BEN,2001,2.37846397536244,2.30826363463756
Benin,BEN,2002,2.38576144457956,1.88867040542044
Benin,BEN,2003,2.4193948837165,2.2112665262835
Benin,BEN,2004,2.38662189584102,2.17523278415898
Benin,BEN,2005,2.38136857855126,2.35247989144874
Benin,BEN,2006,2.36471514801355,2.38575093198645
Benin,BEN,2007,2.23875420396756,2.30708560603244
Benin,BEN,2008,2.05794331487459,2.13769672512541
Benin,BEN,2009,2.13568576116805,2.32862407883195
Benin,BEN,2010,2.25967002825546,2.68857036174454
Benin,BEN,2011,2.4397427916719,2.92900975832811
Benin,BEN,2012,2.70277218036281,2.15409383963719
Benin,BEN,2013,2.3765972906709,2.2154564793291
Benin,BEN,2014,2.3431002240023,2.2511962859977
Bhutan,BTN,1995,1.32166048383606,2.65567122616394
Bhutan,BTN,1996,1.38901156005453,4.92248936994547
Bhutan,BTN,1997,1.76107985765731,5.58971584234269
Bhutan,BTN,1998,1.8155119985163,5.4207609614837
Bhutan,BTN,1999,1.87898277534033,5.06048599465967
Bhutan,BTN,2000,1.58726506647963,5.32505165352036
Bhutan,BTN,2001,1.06355621236574,4.84989379763426
Bhutan,BTN,2002,1.14461994030001,6.60698512969999
Bhutan,BTN,2003,1.15508594516924,3.74901945483077
Bhutan,BTN,2004,1.21394752518594,3.19355460481406
Bhutan,BTN,2005,1.11454699466074,4.16637575533926
Bhutan,BTN,2006,0.97810824973822,4.29057998026178
Bhutan,BTN,2007,0.759766711704522,5.11889393829548
Bhutan,BTN,2008,1.01741567416057,5.56240866583943
Bhutan,BTN,2009,1.13654670808264,4.89129547191736
Bhutan,BTN,2010,0.626966632970624,4.54479495702938
Bhutan,BTN,2011,0.588564248229416,4.14289346177059
Bhutan,BTN,2012,1.00298479934283,2.70086093065717
Bhutan,BTN,2013,1.0209703865547,2.8048247734453
Bhutan,BTN,2014,0.957975156279175,2.61503965372083
Bolivia,BOL,1995,1.61717021603724,2.11221519396276
Bolivia,BOL,1996,1.64998432081622,2.97822551918379
Bolivia,BOL,1997,1.50231428971174,2.66726091028826
Bolivia,BOL,1998,1.97757144865167,3.12244206134833
Bolivia,BOL,1999,2.59364453123906,3.60286089876094
Bolivia,BOL,2000,2.42448789186508,3.24534361813491
Bolivia,BOL,2001,2.56737610098966,3.74416760901034
Bolivia,BOL,2002,2.42756432920077,4.10180746079923
Bolivia,BOL,2003,1.80783182793767,3.49627892206233
Bolivia,BOL,2004,1.72333909489597,3.49227641510403
Bolivia,BOL,2005,1.8055225313155,3.8607407886845
Bolivia,BOL,2006,1.67349455478524,3.52134078521476
Bolivia,BOL,2007,1.55481645701934,3.40882778298066
Bolivia,BOL,2008,1.59537492571149,3.40684324428851
Bolivia,BOL,2009,1.81350998866595,3.94822627133405
Bolivia,BOL,2010,1.78001712450594,3.66299672549406
Bolivia,BOL,2011,1.73962157570019,3.75214169429981
Bolivia,BOL,2012,1.78462492827333,3.77236617172668
Bolivia,BOL,2013,1.72663741409216,4.23834918590784
Bolivia,BOL,2014,1.76944975310932,4.56537753689068
Bosnia and Herzegovina,BIH,1995,5.67934752056358,3.35045315943642
Bosnia and Herzegovina,BIH,1996,5.41868280674552,4.80289001325448
Bosnia and Herzegovina,BIH,1997,4.62940324381,3.49992557619
Bosnia and Herzegovina,BIH,1998,4.81943181466845,3.32954724533154
Bosnia and Herzegovina,BIH,1999,4.1789719310751,4.73075262892489
Bosnia and Herzegovina,BIH,2000,3.05617820359229,4.0320957164077
Bosnia and Herzegovina,BIH,2001,2.84771193731344,4.31250573268656
Bosnia and Herzegovina,BIH,2002,2.58793251224578,4.42254649775422
Bosnia and Herzegovina,BIH,2003,2.4622809278561,5.4785478721439
Bosnia and Herzegovina,BIH,2004,3.87056113639357,5.17327216360643
Bosnia and Herzegovina,BIH,2005,3.63022316090145,4.86592865909855
Bosnia and Herzegovina,BIH,2006,3.30340448099861,4.97996983900139
Bosnia and Herzegovina,BIH,2007,3.03585413678835,5.33422194321165
Bosnia and Herzegovina,BIH,2008,2.7690427280745,5.81286056192551
Bosnia and Herzegovina,BIH,2009,2.83696529544583,6.80355125455417
Bosnia and Herzegovina,BIH,2010,2.78939477795709,6.78892133204291
Bosnia and Herzegovina,BIH,2011,2.78901182624843,6.92300648375157
Bosnia and Herzegovina,BIH,2012,2.85954262649882,7.08021227350118
Bosnia and Herzegovina,BIH,2013,2.83453933402768,6.62977227597232
Bosnia and Herzegovina,BIH,2014,2.75893888844644,6.81307708155356
Botswana,BWA,1995,1.94938398900338,2.12687352099662
Botswana,BWA,1996,1.91478063095684,2.12312443904316
Botswana,BWA,1997,1.8655892279526,2.4297318220474
Botswana,BWA,1998,1.67709380364601,2.17925767635399
Botswana,BWA,1999,1.58034587932005,2.16356984067995
Botswana,BWA,2000,1.74393010865247,2.89985242134753
Botswana,BWA,2001,1.58287220181377,4.14645723818623
Botswana,BWA,2002,1.57888075401099,4.89468985598901
Botswana,BWA,2003,1.67806474566104,2.96979640433896
Botswana,BWA,2004,1.67063204291368,3.88809591708632
Botswana,BWA,2005,1.53323267430641,4.09047919569359
Botswana,BWA,2006,1.45042170071426,3.47911414928574
Botswana,BWA,2007,1.39735337889562,3.31571188110438
Botswana,BWA,2008,1.62204911128976,3.92832192871024
Botswana,BWA,2009,1.8936334985041,4.4945372314959
Botswana,BWA,2010,2.09819038461219,3.54446178538781
Botswana,BWA,2011,2.01315068790625,3.23601694209375
Botswana,BWA,2012,2.31680635901801,3.95538221098199
Botswana,BWA,2013,2.33112255980566,3.50694528019434
Botswana,BWA,2014,2.2181181651861,3.1938844548139
Brazil,BRA,1995,3.71020201652508,2.80055840347492
Brazil,BRA,1996,4.00649525487376,2.70045007512624
Brazil,BRA,1997,3.81804023788545,2.87441494211455
Brazil,BRA,1998,3.76268035668297,2.79699001331703
Brazil,BRA,1999,3.95732950602157,2.95257503397844
Brazil,BRA,2000,4.19527319513647,2.83247184486353
Brazil,BRA,2001,4.14967800386526,3.04095891613474
Brazil,BRA,2002,3.94706752683821,3.18299229316179
Brazil,BRA,2003,3.86263574512163,3.08032817487837
Brazil,BRA,2004,3.74425959929936,3.32367559070064
Brazil,BRA,2005,4.83511807960639,3.43190885039361
Brazil,BRA,2006,4.86305513764197,3.49265209235803
Brazil,BRA,2007,4.82544165098974,3.45514822901026
Brazil,BRA,2008,4.62640746974125,3.61158219025875
